City,Country,Date,Lat,Lng,Cloudiness,Humidity,Max Temp,Wind Speed
Punta Arenas,CL,1612723302,-53.15,-70.9167,0,23,69.8,12.66
Pozo Colorado,PY,1612724005,-23.4923,-58.7972,0,22,93.76,4.16
George Town,MY,1612723872,5.4112,100.3354,20,83,80.6,3.49
Adrar,MR,1612724005,20.5022,-10.0711,0,29,63.12,8.61
Atuona,PF,1612724005,-9.8,-139.0333,23,75,79.41,21.63
Iskateley,RU,1612723454,67.6803,53.1512,100,87,-17.37,16.24
Talnakh,RU,1612724005,69.4865,88.3972,7,73,-21.93,3.4
Kaeo,NZ,1612723460,-35.1,173.7833,46,92,57.99,1.01
Hong Kong,HK,1612723407,22.2855,114.1577,0,85,68.0,11.07
Mataura,NZ,1612724006,-46.1927,168.8643,98,80,53.46,1.95
Cape Town,ZA,1612723999,-33.9258,18.4232,0,60,69.01,25.32
Inhambane,MZ,1612724006,-23.865,35.3833,20,74,82.4,4.61
Rikitea,PF,1612723926,-23.1203,-134.9692,96,71,77.63,11.5
Port Alfred,ZA,1612724006,-33.5906,26.891,99,95,66.99,9.22
Kuminskiy,RU,1612724006,58.6667,66.5667,100,92,1.29,12.77
Yellowknife,CA,1612723887,62.456,-114.3525,1,66,-43.6,5.75
Berlevåg,NO,1612723914,70.8578,29.0864,40,86,24.8,24.16
Westport,US,1612723893,41.1415,-73.3579,90,86,30.99,12.66
Busselton,AU,1612723829,-33.65,115.3333,93,99,64.0,1.01
Philadelphia,US,1612723763,39.9523,-75.1638,90,93,34.0,6.91
Jales,BR,1612724007,-20.2689,-50.5458,0,37,86.07,6.55
Saint-Philippe,RE,1612723973,-21.3585,55.7679,0,78,78.8,5.75
Ushuaia,AR,1612724007,-54.8,-68.3,40,47,59.0,12.66
Souillac,MU,1612723607,-20.5167,57.5167,75,74,80.6,6.91
Bambanglipuro,ID,1612723738,-7.95,110.2833,100,90,76.12,4.81
Bakchar,RU,1612724008,57.0186,82.0711,100,94,11.7,13.29
Ostrovnoy,RU,1612724008,68.0531,39.5131,100,93,6.89,5.91
Hithadhoo,MV,1612724008,-0.6,73.0833,83,70,82.02,8.19
Dandong,CN,1612724008,40.1292,124.3947,0,86,13.84,7.52
Nanortalik,GL,1612723884,60.1432,-45.2371,100,88,30.79,13.13
Codrington,AU,1612724008,-38.2667,141.9667,100,70,56.26,10.4
The Valley,AI,1612723210,18.217,-63.0578,20,69,84.2,18.41
Vaini,TO,1612724008,-21.2,-175.2,75,89,78.8,12.66
Wuhu,CN,1612724009,31.3366,118.3755,75,76,46.4,13.42
Cabo San Lucas,MX,1612723456,22.8909,-109.9124,40,64,78.8,8.05
Tiznit Province,MA,1612723426,29.5833,-9.5,99,79,51.89,10.69
Paamiut,GL,1612723495,61.994,-49.6678,20,85,29.37,6.06
Hermanus,ZA,1612723567,-34.4187,19.2345,2,75,68.0,1.01
Coyhaique,CL,1612723890,-45.5752,-72.0662,0,35,73.4,6.91
Albany,US,1612723875,42.6001,-73.9662,100,73,30.99,4.23
Maragogi,BR,1612724009,-9.0122,-35.2225,88,73,82.2,12.48
Carbondale,US,1612723877,37.7273,-89.2168,1,53,21.0,4.61
Monticello,US,1612724010,45.3055,-93.7941,1,45,-5.8,7.4
Decatur,US,1612724010,39.8403,-88.9548,75,66,9.0,3.44
Tuktoyaktuk,CA,1612723879,69.4541,-133.0374,75,75,-25.6,19.57
Bredasdorp,ZA,1612724010,-34.5322,20.0403,3,60,68.0,10.36
Hanstholm,DK,1612724010,57.1167,8.6167,99,85,27.0,11.99
Port-Gentil,GA,1612723503,-0.7193,8.7815,40,83,80.6,5.7
Viedma,AR,1612723824,-40.8135,-62.9967,90,51,64.99,16.78
Diu,IN,1612724011,20.7141,70.9822,0,30,69.75,7.43
Tasiilaq,GL,1612724011,65.6145,-37.6368,0,58,19.4,2.3
Sabaudia,IT,1612724011,41.3003,13.0282,100,81,59.0,8.01
Devonport,AU,1612724011,-41.1667,146.35,100,71,55.0,4.36
Ano Mera,GR,1612724011,37.45,25.4,20,67,60.8,12.66
Lüderitz,NA,1612723697,-26.6481,15.1594,0,59,71.65,30.71
Laguna,US,1612724012,38.421,-121.4238,1,62,59.0,4.14
Airai,TL,1612723842,-8.9266,125.4092,100,100,60.46,2.82
Arraial do Cabo,BR,1612723413,-22.9661,-42.0278,75,83,73.4,5.75
Abu Samrah,SY,1612724012,35.3029,37.1841,2,82,53.28,7.96
Yangi Marg`ilon,UZ,1612723893,40.4272,71.7189,95,87,43.86,2.28
Lídice,PA,1612724012,8.75,-79.9,20,58,91.4,11.5
Bambous Virieux,MU,1612723417,-20.3428,57.7575,75,74,80.6,6.91
Yārāda,IN,1612723918,17.65,83.2667,100,83,73.4,2.3
Kaitangata,NZ,1612724013,-46.2817,169.8464,100,93,62.01,2.53
Ambon City,ID,1612723824,-3.6954,128.1814,40,88,77.0,9.22
Barrow,US,1612724013,71.2906,-156.7887,40,76,-22.0,10.36
Bethel,US,1612724013,41.3712,-73.414,90,93,28.0,8.05
General Pico,AR,1612723865,-35.6566,-63.7568,0,11,98.69,7.34
Bluff,NZ,1612724013,-46.6,168.3333,92,83,54.77,5.39
Ruidoso,US,1612723860,33.3317,-105.673,1,11,57.0,13.8
Oranjestad,AW,1612723946,12.524,-70.027,40,65,84.2,18.41
Necochea,AR,1612724014,-38.5473,-58.7368,100,92,59.0,5.01
East London,ZA,1612723446,-33.0153,27.9116,40,88,71.6,3.44
Saint-Pierre,RE,1612724014,-21.3393,55.4781,0,78,78.8,5.75
Brae,GB,1612723874,60.3964,-1.353,75,60,33.8,4.61
Byron Bay,AU,1612723496,-28.65,153.6167,75,78,75.2,10.36
New Norfolk,AU,1612723417,-42.7826,147.0587,40,58,53.6,11.5
Kibala,TD,1612723454,9.1104,18.3463,0,16,86.0,5.91
Dikson,RU,1612724014,73.5069,80.5464,90,85,-31.72,12.55
Allāpalli,IN,1612724015,19.4167,80.0667,75,32,60.87,2.68
Khovd,MN,1612723882,48.0056,91.6419,100,85,14.13,1.68
Troitsko-Pechorsk,RU,1612724015,62.7084,56.1964,100,85,-24.81,8.95
Maniitsoq,GL,1612723827,65.4167,-52.9,0,80,27.84,17.27
Caconda,AO,1612723489,-13.7333,15.0667,100,61,68.14,5.5
Mayumba,GA,1612723454,-3.432,10.6554,99,84,80.31,6.8
Opuwo,NA,1612723969,-18.0607,13.84,62,32,77.36,9.73
Ilulissat,GL,1612724015,69.2167,-51.1,0,36,26.6,11.5
Kapaa,US,1612724016,22.0752,-159.319,1,77,60.8,4.61
Lompoc,US,1612723637,34.6391,-120.4579,1,71,63.0,3.44
Hay River,CA,1612724016,60.8156,-115.7999,27,67,-36.4,3.44
Ahipara,NZ,1612724016,-35.1667,173.1667,17,83,61.61,8.16
Katsuura,JP,1612724016,35.1333,140.3,75,46,46.4,3.44
Kangaatsiaq,GL,1612723443,68.3065,-53.4641,0,84,21.31,22.35
Lodwar,KE,1612723461,3.1191,35.5973,29,36,87.12,5.84
Jamestown,US,1612723977,42.097,-79.2353,90,73,18.0,17.27
Rybnoye,RU,1612724017,54.7256,39.5119,96,93,5.61,12.37
Thompson,CA,1612723845,55.7435,-97.8558,90,68,-31.0,18.41
Port Lincoln,AU,1612723471,-34.7333,135.8667,69,80,59.14,16.31
Tual,ID,1612723910,-5.6667,132.75,100,80,83.14,16.87
Zaysan,KZ,1612723822,47.4667,84.8667,99,89,25.48,2.68
Semīrom,IR,1612723873,31.4167,51.5667,96,97,30.25,3.67
Nālūt,LY,1612724018,30.3333,10.85,0,27,64.72,18.7
Thunder Bay,CA,1612724018,48.4001,-89.3168,20,49,-4.0,18.41
Khatanga,RU,1612723864,71.9667,102.5,0,80,-30.17,9.93
Los Llanos de Aridane,ES,1612723825,28.6585,-17.9182,40,68,64.4,8.05
Avera,US,1612724018,33.194,-82.5271,90,76,48.2,8.05
Chui,UY,1612724018,-33.6971,-53.4616,1,62,75.25,9.93
Madimba,TZ,1612723899,-10.4,40.3333,100,84,80.47,7.74
Hobart,AU,1612723856,-42.8794,147.3294,40,58,53.6,11.5
Olafsvik,IS,1612724019,64.8945,-23.7142,7,83,34.12,13.58
Nioro,GM,1612724019,13.35,-15.75,99,13,86.32,7.36
Tiksi,RU,1612723855,71.6872,128.8694,24,84,-28.01,3.91
Farmington,US,1612724019,36.7281,-108.2187,1,36,48.0,4.61
Puerto Ayora,EC,1612723942,-0.7393,-90.3518,0,70,84.2,17.27
Bang Saphan,TH,1612724019,11.2126,99.5117,2,90,72.91,3.31
Lavrentiya,RU,1612723563,65.5833,-171.0,0,84,-11.07,7.07
Krasnoarmiys'k,UA,1612724020,48.282,37.1758,96,73,18.32,4.72
Biu,NG,1612724020,10.6129,12.1946,72,20,74.07,6.24
Soyaux,FR,1612724020,45.65,0.2,0,75,42.8,6.91
Kavaratti,IN,1612723860,10.5669,72.642,46,69,80.94,8.66
Chokurdakh,RU,1612724020,70.6333,147.9167,99,86,-22.59,7.85
Butaritari,KI,1612723986,3.0707,172.7902,88,80,80.94,19.69
Geraldton,AU,1612723894,-28.7667,114.6,40,78,69.8,10.36
Nikolskoye,RU,1612724020,59.7035,30.7861,90,86,17.6,11.18
Constitución,CL,1612723466,-35.3333,-72.4167,3,67,66.72,8.59
Vila Franca do Campo,PT,1612723435,37.7167,-25.4333,75,82,60.01,13.8
Huntingdon,GB,1612723775,52.3305,-0.1865,99,85,33.01,15.01
Presidencia Roque Sáenz Peña,AR,1612723421,-26.7852,-60.4388,0,15,96.6,6.33
Lebu,CL,1612723844,-37.6167,-73.65,11,75,63.72,8.66
Namwala,ZM,1612724021,-15.7504,26.4384,100,92,68.92,2.77
Sabang,ID,1612723892,5.8933,95.3214,35,79,81.43,11.25
Saint-François,FR,1612723902,46.4154,3.9054,75,87,39.99,3.44
Caravelas,BR,1612724022,-17.7125,-39.2481,100,87,79.77,8.68
Vestmanna,FO,1612724022,62.1564,-7.1664,75,60,37.4,11.5
Longyearbyen,SJ,1612724022,78.2186,15.6401,75,67,15.8,21.85
Bilma,NE,1612723501,18.6853,12.9164,100,22,66.81,4.59
Portland,US,1612723507,45.5234,-122.6762,75,76,45.0,3.44
Beringovskiy,RU,1612724022,63.05,179.3167,100,89,-1.44,14.85
Arkhipo-Osipovka,RU,1612724022,44.37,38.52,100,88,35.55,9.55
Hwange,ZW,1612724022,-18.3693,26.5019,100,85,71.42,1.81
Telimele,GN,1612724022,10.9167,-13.3333,11,19,84.22,1.03
Ancud,CL,1612723907,-41.8697,-73.8203,0,34,80.6,6.91
Sajanan,TN,1612724023,37.0573,9.2426,40,82,57.2,21.85
Carnarvon,AU,1612723678,-24.8667,113.6333,40,100,78.8,13.8
Deputatsky,RU,1612723471,69.3,139.9,0,86,-29.63,0.89
Kizhinga,RU,1612724023,51.8462,109.9097,59,91,2.39,3.44
Buala,SB,1612723879,-8.145,159.5921,59,81,79.86,6.49
Sal Rei,CV,1612724023,16.1833,-22.9167,75,56,71.6,23.02
Hilo,US,1612723909,19.7297,-155.09,1,52,73.99,8.05
Malé,MV,1612724023,4.1748,73.5089,75,89,82.4,11.5
Ubari,LY,1612723919,26.5921,12.7805,100,18,73.53,14.23
Izumo,JP,1612724024,35.3667,132.7667,75,100,41.0,4.61
Kitui,KE,1612724024,-1.367,38.0106,100,71,70.74,3.85
Kysyl-Syr,RU,1612723866,63.8986,122.7617,93,84,-26.03,11.72
Saint Paul Harbor,US,1612723889,57.79,-152.4072,1,68,26.6,4.61
Narsaq,GL,1612724025,60.9167,-46.05,42,30,37.4,47.18
Vanimo,PG,1612724025,-2.6741,141.3028,100,86,77.11,3.11
Lárdos,GR,1612724025,36.0942,28.0157,20,77,60.8,3.44
Pucallpa,PE,1612724025,-8.3791,-74.5539,75,62,87.8,8.05
Mountain Home,US,1612723864,43.133,-115.6912,1,42,42.8,13.8
Russell,US,1612723502,32.3502,-85.1999,40,54,51.8,10.36
Kiama,AU,1612724026,-34.6833,150.8667,80,82,66.0,1.99
Lovozero,RU,1612724026,68.005,35.0117,100,95,12.02,11.52
Avarua,CK,1612724026,-21.2078,-159.775,40,78,82.4,11.5
Puerto Madero,MX,1612723442,14.7208,-92.4215,1,45,89.6,5.75
Qaanaaq,GL,1612724026,77.484,-69.3632,74,86,12.2,5.61
Sjenica,RS,1612724026,43.2731,19.9994,0,79,37.15,8.19
Ponta do Sol,PT,1612724026,32.6667,-17.1,49,69,59.0,5.99
Kavieng,PG,1612723918,-2.5744,150.7967,85,74,82.8,7.38
Saskylakh,RU,1612724027,71.9167,114.0833,25,78,-37.95,12.33
Petrolina,BR,1612724027,-9.3986,-40.5008,75,33,93.2,3.44
Río Gallegos,AR,1612723739,-51.6226,-69.2181,0,28,71.6,19.57
Ormara,PK,1612724027,25.2088,64.6357,0,49,68.68,9.06
Laas,IT,1612723878,46.6166,10.7002,90,100,39.99,4.61
Puerto Escondido,MX,1612723832,15.85,-97.0667,40,74,84.2,9.22
Saint George,US,1612724028,37.1041,-113.5841,1,36,52.0,3.44
Periyapatti,IN,1612724028,10.75,77.2667,75,57,69.03,9.06
Mar del Plata,AR,1612724028,-38.0023,-57.5575,90,88,60.8,25.32
Clyde River,CA,1612723486,70.4692,-68.5914,75,84,-4.0,10.36
Idukki,IN,1612724028,9.85,76.9667,0,56,65.44,4.61
La Ronge,CA,1612723442,55.1001,-105.2842,55,61,-32.8,6.91
Moba,CN,1612724028,33.2288,105.0179,10,75,34.63,2.77
Kloulklubed,PW,1612724028,7.0419,134.2556,90,94,77.0,5.75
Nuquí,CO,1612724029,5.7125,-77.2708,100,69,86.32,5.66
Campoverde,PE,1612724029,-8.4753,-74.8058,75,62,87.8,8.05
Denpasar,ID,1612724029,-8.65,115.2167,20,83,80.6,4.61
Shimanovsk,RU,1612724029,52.0,127.7,0,88,-13.74,7.76
Trairi,BR,1612723233,-3.2778,-39.2689,2,60,86.34,13.78
Provideniya,RU,1612723960,64.3833,-173.3,100,79,-3.93,16.67
Castro,BR,1612724029,-24.7911,-50.0119,0,47,76.24,3.47
Lafiagi,NG,1612724029,8.8667,5.4167,64,13,87.71,1.86
Ola,RU,1612724030,59.5833,151.2833,100,87,13.66,22.01
Upernavik,GL,1612724030,72.7868,-56.1549,7,79,18.46,3.33
Vilhena,BR,1612724030,-12.7406,-60.1458,75,58,86.0,6.91
Monte Azul,BR,1612723930,-15.155,-42.8747,95,85,73.24,0.74
Iqaluit,CA,1612723856,63.7506,-68.5145,75,68,26.6,19.57
Sitka,US,1612724030,57.0531,-135.33,1,47,30.2,5.75
Green River,US,1612723862,41.5286,-109.4662,20,37,33.8,26.46
Bereda,ES,1612723505,43.2686,-7.5406,100,97,46.99,14.0
Sabancuy,MX,1612724030,18.9667,-91.1833,12,67,79.52,7.65
Krasnosel'kup,RU,1612724031,65.7,82.4667,95,95,9.01,15.95
Barra do Bugres,BR,1612724031,-15.0725,-57.1811,1,36,91.85,3.18
Nouadhibou,MR,1612724031,20.931,-17.0347,0,68,68.0,17.27
Hammerfest,NO,1612724031,70.6634,23.6821,75,86,23.0,18.41
Arlit,NE,1612723845,18.7369,7.3853,100,14,75.9,8.77
Eslāmshahr,IR,1612724031,35.5605,51.2346,40,87,44.6,2.66
Sturgis,US,1612724031,41.7992,-85.4192,40,52,14.0,10.36
Jumla,NP,1612724032,29.2747,82.1838,0,58,35.47,6.2
Northam,GB,1612724032,51.0333,-4.2167,14,66,36.0,17.0
Fier,AL,1612724032,40.7239,19.5561,67,60,58.24,10.54
St. George's,GD,1612723496,12.0564,-61.7485,20,65,84.2,23.02
Sisophon,KH,1612724032,13.5859,102.9737,85,60,77.94,5.91
‘Āhuimanu,US,1612724032,21.4447,-157.8378,20,82,70.0,3.22
Methóni,GR,1612724032,36.8197,21.7049,100,82,62.01,2.3
Salto,UY,1612723901,-31.3833,-57.9667,0,51,88.0,13.8
Durango,MX,1612723941,24.8333,-104.8333,100,19,69.93,4.41
Ishigaki,JP,1612724033,24.3448,124.1572,21,74,69.89,13.94
Sabha,LY,1612724033,27.0377,14.4283,100,16,73.6,17.09
Lere,NG,1612724033,10.387,8.5726,47,20,73.98,6.22
Batagay-Alyta,RU,1612724033,67.8006,130.4114,0,79,-33.21,2.57
Hambantota,LK,1612723877,6.1241,81.1185,0,94,77.0,8.05
Pisco,PE,1612723791,-13.7,-76.2167,40,83,75.2,9.22
Mahébourg,MU,1612724034,-20.4081,57.7,75,74,80.6,6.91
Ponta Delgada,PT,1612723446,37.7333,-25.6667,75,82,60.01,13.8
Atbasar,KZ,1612723859,51.8,68.3333,100,95,12.6,9.98
Waingapu,ID,1612723861,-9.6567,120.2641,86,80,78.03,4.65
Horki,BY,1612724034,54.2861,30.9842,0,92,-1.89,6.38
Andenes,NO,1612723934,69.3143,16.1194,100,69,32.0,25.32
Bukama,CD,1612724034,-9.2,25.85,100,92,71.85,1.21
Jaleshwar,NP,1612724035,26.6471,85.8008,0,62,54.7,5.21
São Filipe,CV,1612723887,14.8961,-24.4956,100,70,71.11,10.29
Batagay,RU,1612724035,67.6333,134.6333,0,83,-31.92,1.45
Torbay,CA,1612724035,47.6666,-52.7314,20,55,33.01,27.63
Inta,RU,1612724035,66.0317,60.1659,100,89,-14.24,10.16
Saint-Joseph,RE,1612724035,-21.3667,55.6167,0,78,78.8,5.75
Bilibino,RU,1612724035,68.0546,166.4372,2,73,-0.81,6.13
Hargeisa,SO,1612723932,9.56,44.065,49,87,61.16,14.88
Pasuruan,ID,1612724035,-7.6453,112.9075,20,94,77.0,6.91
Sterling,US,1612723432,39.0062,-77.4286,75,87,39.0,9.22
Herat Province,AF,1612724036,34.5,62.0,0,35,53.55,4.43
Port Elizabeth,ZA,1612723868,-33.918,25.5701,75,94,68.0,10.36
Najrān,SA,1612724017,17.4924,44.1277,91,34,68.0,4.23
Arkansas City,US,1612724036,37.062,-97.0384,90,93,23.0,11.5
Mahina,PF,1612724036,-17.5065,-149.489,75,65,82.4,3.44
Salekhard,RU,1612724036,66.53,66.6019,100,88,-16.8,30.44
At-Bashi,KG,1612724037,41.1702,75.8106,100,85,26.13,1.9
Mahibadhoo,MV,1612724037,3.7833,72.9667,0,75,81.07,13.85
Lubango,AO,1612724037,-14.9172,13.4925,98,75,64.0,2.71
Huarmey,PE,1612724037,-10.0681,-78.1522,87,61,77.22,10.2
Port Keats,AU,1612723880,-14.25,129.55,100,80,81.73,7.83
Grindavik,IS,1612723673,63.8424,-22.4338,40,64,33.8,12.66
Pandan,PH,1612724037,14.0453,124.1694,100,83,79.11,16.58
Kiryat Gat,IL,1612723847,31.61,34.7642,1,100,60.01,5.21
Harper,LR,1612723865,4.375,-7.7169,100,85,80.19,6.62
Cherskiy,RU,1612724038,68.75,161.3,12,70,-4.32,1.23
Asău,RO,1612724038,46.4333,26.4,100,74,30.0,1.77
Monywa,MM,1612724038,22.1167,95.1333,0,47,65.44,7.09
Hasaki,JP,1612724038,35.7333,140.8333,75,80,33.8,2.3
Lashio,MM,1612724038,22.9333,97.75,3,98,52.32,1.99
San Patricio,US,1612724038,28.017,-97.5169,1,49,71.01,12.66
Bathsheba,BB,1612724039,13.2167,-59.5167,75,61,82.4,26.46
Dwārka,IN,1612724039,22.2394,68.9678,0,53,69.44,11.05
Weihe,CN,1612724039,32.9952,105.3247,8,62,39.65,0.36
Monte Patria,CL,1612724039,-30.6919,-70.9467,0,26,86.02,10.09
Bengkulu,ID,1612724039,-3.8004,102.2655,100,85,76.05,6.93
Kruisfontein,ZA,1612723497,-34.0033,24.7314,97,93,66.0,3.0
Khovu-Aksy,RU,1612724039,51.1333,93.6,8,88,4.98,6.31
Richards Bay,ZA,1612723447,-28.783,32.0377,65,89,75.13,2.98
College,US,1612723491,64.8569,-147.8028,20,83,-15.0,2.59
Charter Township of Clinton,US,1612723794,42.587,-82.9199,39,54,15.01,1.99
Makakilo City,US,1612723485,21.3469,-158.0858,1,72,69.01,3.44
Heiligenhafen,DE,1612724040,54.3667,10.9833,90,64,30.0,26.46
Shingū,JP,1612724040,33.7333,135.9833,0,80,41.38,6.08
Christchurch,NZ,1612723948,-43.5333,172.6333,30,100,62.01,5.75
Isangel,VU,1612724040,-19.55,169.2667,13,80,77.4,5.37
Koróni,GR,1612724041,36.8,21.95,100,82,62.01,2.3
Lorengau,PG,1612723858,-2.0226,147.2712,100,79,81.81,7.02
Kirakira,SB,1612723912,-10.4544,161.9205,22,80,78.8,4.83
Padang,ID,1612724041,-0.9492,100.3543,20,83,78.8,5.75
Damoh,IN,1612724041,23.8333,79.45,0,41,53.91,2.48
Cabedelo,BR,1612724041,-6.9811,-34.8339,75,70,86.0,12.66
Alugan,PH,1612724041,12.2188,125.4808,100,85,79.48,17.63
Leningradskiy,RU,1612723885,69.3833,178.4167,0,80,-13.9,6.24
Flinders,AU,1612723885,-34.5833,150.8552,53,82,66.0,1.99
Yerbogachën,RU,1612723902,61.2767,108.0108,100,97,18.28,5.77
