City,Country,Date,Lat,Lng,Cloudiness,Humidity,Max Temp,Wind Speed
Pevek,RU,1612724042,69.7008,170.3133,0,86,-7.11,1.68
Kyra,RU,1612724042,49.5776,111.9753,100,87,1.33,2.73
Atar,MR,1612723490,20.5169,-13.0499,0,27,66.79,10.92
Faanui,PF,1612723941,-16.4833,-151.75,1,74,81.12,11.83
Chifeng,CN,1612723804,42.2683,118.9636,0,84,2.21,5.3
Port Hardy,CA,1612723509,50.6996,-127.4199,75,93,39.2,8.05
Appleton,US,1612724042,44.2619,-88.4154,1,32,-0.99,10.36
Ciudad Bolivar,VE,1612724043,8.1222,-63.5497,100,42,91.99,12.71
Metro,ID,1612723923,-5.1131,105.3067,100,93,74.57,7.47
Batticaloa,LK,1612723759,7.7102,81.6924,10,85,78.03,12.59
Thap Than,TH,1612724043,15.4606,99.8917,0,67,78.01,4.03
Sur,OM,1612723744,22.5667,59.5289,0,73,65.28,4.52
Lata,PT,1612723904,40.1629,-8.3327,100,92,54.0,1.99
Mehamn,NO,1612724043,71.0357,27.8492,75,80,24.8,31.07
Nhulunbuy,AU,1612724044,-12.2333,136.7667,75,83,80.6,6.91
French Harbor,HN,1612724044,16.35,-86.4333,40,84,84.2,6.91
Cidreira,BR,1612724044,-30.1811,-50.2056,0,62,75.87,10.27
Hobyo,SO,1612724044,5.3505,48.5268,3,77,78.12,18.19
Saldanha,ZA,1612723857,-33.0117,17.9442,0,63,66.2,20.71
Morón,AR,1612723485,-34.6534,-58.6198,0,28,91.0,5.99
Kuandian,CN,1612724044,40.7286,124.7847,0,90,5.36,3.15
Hamilton,US,1612724044,39.1834,-84.5333,1,38,24.01,9.22
Banyo,CM,1612724045,6.75,11.8167,96,23,71.65,5.03
Raudeberg,NO,1612723854,61.9875,5.1352,0,60,25.0,4.63
Touros,BR,1612724045,-5.1989,-35.4608,40,58,87.8,17.27
Antofagasta,CL,1612724045,-23.65,-70.4,0,56,71.6,12.66
Aklavik,CA,1612724045,68.2191,-135.0107,90,64,-13.0,13.8
Chateaubelair,VC,1612724045,13.2833,-61.25,75,78,82.4,14.97
Esperance,AU,1612724045,-33.8667,121.9,75,88,62.6,11.5
Priiskovyy,RU,1612723499,51.9333,116.6333,26,84,-14.58,2.86
Berriozábal,MX,1612724046,16.8,-93.2667,1,39,82.4,9.22
Bereket,TM,1612724046,39.2446,55.5154,100,48,53.56,11.41
Fortuna,US,1612723865,40.5982,-124.1573,75,81,51.01,7.92
Ust-Kuyga,RU,1612724046,70.0167,135.6,0,82,-28.97,0.72
Bondo,CD,1612724046,3.8146,23.6866,43,22,74.34,2.17
Oeiras,BR,1612723929,-7.0253,-42.1311,71,48,90.1,2.17
Qui Nhon,VN,1612723834,13.7667,109.2333,100,86,71.44,7.49
Fort-Shevchenko,KZ,1612724046,44.5086,50.263,100,85,32.76,16.06
Lima,PE,1612724046,-12.0432,-77.0282,75,69,79.0,9.22
Otofuke,JP,1612724027,42.9917,143.2003,76,92,2.53,1.74
Sibolga,ID,1612724047,1.7427,98.7792,100,80,76.93,4.05
Manzanillo,CU,1612724047,20.3433,-77.1167,37,51,85.87,8.12
Kautokeino,NO,1612723898,69.0125,23.0412,60,92,9.86,6.93
Nanzhou,CN,1612724047,29.3596,112.4024,100,84,49.6,7.4
Kudahuvadhoo,MV,1612724047,2.6708,72.8944,7,71,81.64,15.48
Cockburn Town,TC,1612724026,21.4612,-71.1419,40,74,80.6,14.97
Inírida,CO,1612724047,3.8653,-67.9239,100,85,82.85,1.23
Vardø,NO,1612724048,70.3705,31.1107,75,86,23.0,32.21
Belyy Yar,RU,1612724048,53.6039,91.3903,20,92,6.8,5.1
Jalu,LY,1612724048,29.0331,21.5482,92,26,67.44,13.69
San Francisco,US,1612723790,37.7749,-122.4194,20,63,60.01,4.27
Neiafu,TO,1612724048,-18.65,-173.9833,90,94,77.0,13.8
Camabatela,AO,1612724048,-8.1881,15.375,100,100,64.58,3.22
Ferzikovo,RU,1612724048,54.5191,36.7567,75,78,8.6,8.95
Djambala,CG,1612723893,-2.5447,14.7533,18,68,74.14,2.71
Koshurnikovo,RU,1612724049,54.1667,93.3,23,96,11.95,2.46
Mirny,RU,1612724049,62.5353,113.9611,100,94,1.99,5.28
Dingle,PH,1612724049,10.9995,122.6711,100,90,75.85,9.86
Gölköy,TR,1612724049,40.6875,37.6178,75,100,51.8,6.91
Kikwit,CD,1612724049,-5.041,18.8162,60,73,76.41,1.41
Verkhoyansk,RU,1612724049,67.5447,133.385,0,81,-32.46,1.74
Pierre,US,1612724050,44.3683,-100.351,90,65,-0.4,13.8
Araouane,ML,1612723831,18.9048,-3.5265,0,23,67.98,8.75
Alofi,NU,1612723914,-19.0595,-169.9187,100,94,78.8,5.75
Verāval,IN,1612724050,20.9,70.3667,0,51,70.72,6.06
Fairbanks,US,1612723995,64.8378,-147.7164,1,76,-15.0,4.61
Preobrazheniye,RU,1612723853,42.9019,133.9064,0,85,5.02,11.18
Petauke,ZM,1612724050,-14.2426,31.3253,100,96,68.34,5.03
Broken Hill,AU,1612724050,-31.95,141.4333,0,48,62.6,8.05
Bouloupari,NC,1612724050,-21.8667,166.05,0,100,69.8,2.3
Krasnoborsk,RU,1612724051,61.5598,45.934,100,86,-17.91,8.63
Tombouctou,ML,1612724049,20.0,-3.0,0,24,66.65,10.92
Te Anau,NZ,1612723481,-45.4167,167.7167,100,77,56.44,3.15
Santa Isabel Rio Negro,BR,1612723462,-0.4139,-65.0192,100,68,88.25,4.9
Karratha,AU,1612723855,-20.7377,116.8463,0,71,78.48,9.75
Aksarka,RU,1612723909,66.5606,67.7975,100,88,-16.89,29.59
Catuday,PH,1612724051,16.2923,119.8062,0,78,76.8,10.89
Collie,AU,1612724051,-33.3667,116.15,100,92,64.0,8.99
San Cristobal,VE,1612723865,7.7669,-72.225,40,51,87.8,9.22
Jiayuguan City,CN,1612723828,39.8167,98.3,100,71,28.4,4.65
Petropavlovsk-Kamchatskiy,RU,1612723474,53.0452,158.6483,100,93,19.4,6.71
Wanning,CN,1612723874,18.8003,110.3967,15,90,68.4,3.49
Moerai,PF,1612724052,-22.4333,-151.3333,36,73,81.01,9.95
Muros,ES,1612724052,42.7762,-9.0603,100,94,55.99,8.01
Severo-Kuril'sk,RU,1612724014,50.6789,156.125,95,89,19.06,14.41
Mitsamiouli,KM,1612724052,-11.3847,43.2844,100,73,83.52,8.28
Sangmélima,CM,1612724052,2.9333,11.9833,78,72,75.27,4.74
Yaan,NG,1612723899,7.3833,8.5667,98,14,84.24,2.19
Faya,SA,1612723465,18.3851,42.4509,0,62,57.2,7.81
Bermejo,AR,1612724053,-32.8833,-68.8,20,27,91.4,6.91
Mocuba,MZ,1612724053,-16.8392,36.9856,100,95,75.7,2.73
Burriana,ES,1612724053,39.889,-0.085,0,44,57.99,10.36
Lumphat,KH,1612724053,13.4878,106.9816,35,71,72.37,8.93
Shelburne,CA,1612723896,44.0787,-80.2041,75,53,18.0,13.8
Pangnirtung,CA,1612724053,66.1451,-65.7125,20,37,33.8,11.5
Bud,US,1612724054,39.447,-86.1758,1,40,14.0,4.61
Salalah,OM,1612724054,17.0151,54.0924,40,68,73.4,3.44
Morros,BR,1612723843,-9.4467,-46.3003,100,78,74.8,3.06
Camden,US,1612724054,39.7835,-74.9663,100,87,33.01,5.93
Ribeira Grande,PT,1612724054,38.5167,-28.7,40,72,60.8,16.11
Port Hedland,AU,1612724054,-20.3167,118.5667,82,73,77.0,5.75
Dunedin,NZ,1612724054,-45.8742,170.5036,88,90,59.0,3.15
Coquimbo,CL,1612723389,-29.9533,-71.3436,0,56,69.8,11.5
Lucea,JM,1612724055,18.451,-78.1736,20,65,84.2,16.11
Narrabri,AU,1612724055,-30.3167,149.7833,0,77,66.2,13.8
Chicama,PE,1612724055,-7.8447,-79.1469,0,73,75.2,10.36
Mount Gambier,AU,1612723995,-37.8333,140.7667,90,71,55.4,6.91
Puro,PH,1612723928,12.4841,123.3827,100,84,78.21,16.53
Nago,JP,1612724055,26.5881,127.9761,1,93,62.6,5.75
Tambun,ID,1612724056,-6.2641,107.0712,75,94,81.0,5.75
Peniche,PT,1612723979,39.3558,-9.3811,100,92,57.0,21.99
Capreol,CA,1612724056,46.706,-80.9225,20,48,12.99,11.5
Nome,US,1612723902,64.5011,-165.4064,1,84,-5.8,5.82
Carutapera,BR,1612723463,-1.195,-46.02,3,67,84.97,9.44
Baykit,RU,1612724056,61.67,96.37,98,96,25.25,5.5
Assiniboia,CA,1612723759,49.6334,-105.9845,75,63,-20.2,8.05
Xihe,CN,1612724057,31.6864,113.4659,100,54,46.54,7.99
Arrondissement de Saint-Denis,FR,1612724057,48.9167,2.3333,90,80,34.0,6.91
Bolshoye Nagatkino,RU,1612724057,54.5196,47.9679,75,71,-0.4,15.66
Piedras Negras,MX,1612724057,28.7,-100.5167,1,55,70.0,13.8
Tura,IN,1612724057,25.5198,90.2201,0,46,58.1,2.98
Eureka,US,1612723925,40.8021,-124.1637,0,79,50.0,8.99
Samarina,RU,1612724058,57.8878,27.8054,90,92,10.4,6.71
Zambezi,ZM,1612724058,-13.5432,23.1047,100,87,71.42,4.16
Englehart,CA,1612724058,47.8169,-79.8664,20,52,10.4,10.36
São Caitano,BR,1612723869,-8.3258,-36.1428,100,30,90.7,15.1
Kingsport,US,1612724016,36.5484,-82.5618,75,81,42.01,9.22
Houston,US,1612723508,29.7633,-95.3633,1,51,61.0,10.36
Oodweyne,SO,1612723801,9.4092,45.064,27,54,66.6,7.58
Husavik,IS,1612724059,66.0449,-17.3389,90,80,32.0,3.44
São Félix do Xingu,BR,1612724059,-6.6447,-51.995,29,58,87.66,3.53
Kula,TR,1612724059,38.5473,28.6498,97,56,50.25,4.94
Podosinovets,RU,1612724059,60.2776,47.0659,100,86,-19.21,9.26
Matara,LK,1612723901,5.9485,80.5353,7,87,75.47,5.19
Pantai Remis,MY,1612724059,4.4557,100.6288,20,94,78.8,3.11
Thayetmyo,MM,1612724059,19.3167,95.1833,0,48,64.33,1.72
Anadyr,RU,1612723917,64.75,177.4833,0,40,10.4,11.18
Warrington,GB,1612723912,53.3925,-2.5802,75,69,37.0,16.11
Kahului,US,1612723985,20.8947,-156.47,20,77,70.0,5.75
Hualmay,PE,1612723892,-11.0964,-77.6139,100,63,76.75,9.4
Hemnesberget,NO,1612724060,66.2333,13.6333,40,85,12.99,2.3
Paso de los Toros,UY,1612724060,-32.8167,-56.5167,40,48,86.0,6.53
São José da Coroa Grande,BR,1612723929,-8.8978,-35.1478,48,72,82.47,12.8
Changji,CN,1612724061,44.0167,87.3167,100,86,15.8,4.47
Almaznyy,RU,1612723925,48.0448,40.045,0,67,15.8,4.47
Quatre Cocos,MU,1612723871,-20.2078,57.7625,75,74,80.6,6.91
Weihai,CN,1612724061,37.5017,122.1136,0,82,30.09,17.36
Halvad,IN,1612724061,23.0167,71.1833,0,43,66.67,8.79
Woodward,US,1612724061,36.4337,-99.3904,90,93,28.4,8.05
Mackay,AU,1612724061,-21.15,149.2,90,94,78.8,8.05
Kieta,PG,1612723491,-6.2167,155.6333,42,78,79.61,3.89
Tolaga Bay,NZ,1612724062,-38.3667,178.3,27,78,58.53,4.88
Marshall,US,1612724062,34.3834,-86.3333,40,70,43.0,6.91
Haines Junction,CA,1612724062,60.7522,-137.5108,37,68,-27.4,1.14
La Palma,US,1612724062,33.8464,-118.0467,90,59,62.6,2.75
Las Choapas,MX,1612724062,17.9333,-94.0833,75,65,80.6,23.02
Le Port,RE,1612724063,-20.9373,55.2919,9,69,77.0,3.44
Bajil,YE,1612724063,15.0584,43.2851,96,68,73.83,8.14
Fort Oglethorpe,US,1612724063,34.949,-85.2569,75,65,45.0,11.5
Ngunguru,NZ,1612723808,-35.6167,174.5,62,92,57.99,1.01
Hurghada,EG,1612723923,27.2574,33.8129,0,56,68.0,3.09
Fukuechō,JP,1612724063,32.6881,128.8419,3,60,52.54,21.81
Agirish,RU,1612724063,61.9247,63.0231,100,89,-15.5,10.58
Dukat,RU,1612724063,62.55,155.55,100,87,3.61,13.73
Comodoro Rivadavia,AR,1612724064,-45.8667,-67.5,20,52,64.4,17.27
Horasan,TR,1612724064,40.0458,42.1728,83,88,20.05,0.38
Maniago,IT,1612724064,46.1706,12.7078,100,98,52.0,1.01
Polyarnyye Zori,RU,1612723806,67.3661,32.4981,56,95,14.0,5.5
Farafangana,MG,1612724064,-22.8167,47.8333,100,86,79.83,13.6
Tirumullaivāsal,IN,1612724064,11.2333,79.8333,99,73,75.4,13.58
Kenora,CA,1612724064,49.8167,-94.4337,1,57,-20.0,10.36
Klyuchevskiy,RU,1612724064,53.5317,119.4519,69,87,-17.54,2.35
Houma,US,1612723935,29.5958,-90.7195,1,62,57.99,11.5
Oddur,SO,1612724065,4.1213,43.8894,0,36,79.25,10.85
Kununurra,AU,1612723869,-15.7667,128.7333,75,79,78.8,6.96
Zunyi,CN,1612724065,27.6867,106.9072,100,85,50.23,1.95
Cookeville,US,1612723963,36.1628,-85.5016,90,93,30.2,10.36
Plauen,DE,1612724065,50.5,12.1333,90,93,23.0,10.36
Faro,PT,1612724065,37.0194,-7.9322,75,94,53.6,10.36
Dicabisagan,PH,1612724066,17.0818,122.4157,39,86,74.1,3.58
Almenara,BR,1612724066,-16.1836,-40.6944,97,64,83.55,1.36
Brodick,GB,1612724066,55.5754,-5.1472,75,69,34.0,12.66
Japura,ID,1612724066,-0.3167,102.35,100,86,73.99,0.69
Gambēla,ET,1612724066,8.25,34.5833,0,20,82.89,2.06
Along,IN,1612724066,28.1667,94.7667,0,58,51.22,1.86
Norman Wells,CA,1612724066,65.282,-126.8329,75,75,-27.4,2.3
Shimoda,JP,1612724066,34.6667,138.95,0,56,37.99,21.52
Linxia Chengguanzhen,CN,1612724066,35.6003,103.2064,0,74,30.33,1.81
Shubarshi,KZ,1612724067,48.5872,57.1869,99,95,12.47,11.41
Tarakan,ID,1612724067,3.3,117.6333,100,82,79.48,7.47
General Roca,AR,1612723471,-39.0333,-67.5833,90,46,69.8,10.36
Amahai,ID,1612723933,-3.3333,128.9167,100,81,79.25,3.33
Camaná,PE,1612724067,-16.6228,-72.7111,77,70,75.99,8.05
Praia,CV,1612724067,14.9215,-23.5087,75,60,71.6,24.16
Xining,CN,1612724067,36.6167,101.7667,6,57,24.39,2.33
Mount Isa,AU,1612724068,-20.7333,139.5,40,94,78.8,8.05
La Asuncion,VE,1612724068,11.0333,-63.8628,50,71,79.66,17.34
Sioux Lookout,CA,1612724068,50.1001,-91.917,1,48,-16.6,9.22
Poum,NC,1612724068,-20.2333,164.0167,100,72,79.18,2.98
Tucupita,VE,1612724068,9.0622,-62.051,99,74,81.41,5.59
Margate,GB,1612724068,51.3813,1.3862,100,84,30.99,8.01
Verkhnevilyuysk,RU,1612723885,63.4453,120.3167,100,87,-10.34,9.57
Cravo Norte,CO,1612724068,6.3017,-70.2041,100,38,93.7,9.15
Abhā,SA,1612724069,18.2164,42.5053,0,62,57.2,7.56
Fare,PF,1612723917,-16.7,-151.0167,99,75,81.05,11.81
Palmer,US,1612723855,42.1584,-72.3287,90,86,30.0,5.75
Ürümqi,CN,1612724049,43.801,87.6005,100,86,15.8,4.47
Oberá,AR,1612724069,-27.4871,-55.1199,0,33,87.37,6.85
Rocky Mountain House,CA,1612724069,52.3668,-114.9188,10,69,-20.2,4.61
Whitehorse,CA,1612723888,60.7161,-135.0538,90,77,-9.4,2.04
Melfi,IT,1612723879,40.9965,15.6514,90,100,48.0,13.8
Atasū,KZ,1612724014,48.6814,71.6433,99,95,19.67,12.48
Marystown,CA,1612724070,47.1666,-55.1483,2,88,31.1,29.57
Tessalit,ML,1612724070,20.1986,1.0114,100,23,68.67,11.34
Urucurituba,BR,1612724070,-2.6833,-57.6667,81,57,89.22,2.77
Katangli,RU,1612724070,51.7102,143.2326,100,94,4.93,18.37
Soe,ID,1612724070,-9.8607,124.284,100,98,66.18,3.98
Venice of the Philippines,PH,1612724070,4.6628,119.3928,100,82,81.3,12.93
Stromness,GB,1612724070,58.965,-3.296,75,60,33.8,18.41
Arua,UG,1612724071,3.0201,30.9111,43,27,70.7,4.79
Adamovka,RU,1612724071,51.5223,59.9396,100,93,4.95,14.63
Władysławowo,PL,1612724071,54.7909,18.4009,75,79,21.0,14.97
Qinhuangdao,CN,1612724071,39.9317,119.5883,0,81,21.97,1.9
Nelson Bay,AU,1612724071,-32.7167,152.15,41,83,69.01,12.66
Praia,CV,1612724071,14.9215,-23.5087,75,60,71.6,24.16
Khao Yoi,TH,1612724071,13.2403,99.8243,0,99,75.0,3.47
Mossamedes,AO,1612724049,-15.1961,12.1522,100,75,73.2,3.94
Natal,BR,1612724072,-5.795,-35.2094,20,62,87.8,16.11
Taoudenni,ML,1612724072,22.6783,-3.9836,0,26,65.97,8.97
Mastic Beach,US,1612724072,40.7668,-72.8521,100,100,32.0,4.0
Kiryat Gat,IL,1612723847,31.61,34.7642,1,100,60.01,5.21
Dzilam González,MX,1612724072,21.2833,-88.9333,76,60,85.01,2.26
Kitimat,CA,1612724072,54.0524,-128.6534,99,73,28.0,1.01
Vao,NC,1612723906,-22.6667,167.4833,85,85,77.05,1.1
Santa Lucía,ES,1612723910,27.9117,-15.5407,40,68,64.4,14.97
Dakar,SN,1612724073,14.6937,-17.4441,0,68,68.0,16.11
Lázaro Cárdenas,MX,1612724073,17.9583,-102.2,0,54,82.38,9.08
Buchanan,LR,1612724073,5.8808,-10.0467,20,78,82.4,3.44
Takoradze,GH,1612724073,4.8845,-1.7554,100,85,81.07,9.91
Lensk,RU,1612724073,60.7253,114.9278,100,93,7.97,3.85
Galle,LK,1612723804,6.0367,80.217,4,84,77.4,2.37
Sisimiut,GL,1612724073,66.9395,-53.6735,0,81,24.3,15.08
Champasak,LA,1612724074,14.75,106.0,90,66,74.03,3.15
Dhidhdhoo,MV,1612724074,6.8833,73.1,66,74,81.36,9.75
Santa María del Oro,MX,1612724074,25.9333,-105.3667,100,18,71.73,6.11
Dosso,NE,1612724074,13.049,3.1937,7,17,82.72,8.16
Manzhouli,CN,1612723870,49.6,117.4333,0,84,-10.59,4.07
Huicungo,PE,1612724074,-7.2833,-76.8,40,48,91.18,3.49
Washington,US,1612723859,47.5001,-120.5015,100,72,39.99,3.56
Örnsköldsvik,SE,1612723852,63.2909,18.7153,0,86,21.2,9.22
Javānrūd,IR,1612724075,34.7961,46.5172,4,85,41.79,4.27
Kalmunai,LK,1612724075,7.4167,81.8167,16,87,77.09,10.94
Chadiza,ZM,1612724075,-14.0678,32.4392,100,95,68.0,2.82
San Policarpo,PH,1612724075,12.1791,125.5072,100,84,79.97,18.63
Varhaug,NO,1612724075,58.6147,5.6457,0,54,23.0,6.91
Guozhen,CN,1612724075,34.3659,107.359,0,56,42.03,1.88
Cafarnaum,BR,1612724075,-11.6936,-41.4683,94,66,80.1,6.13
Finschhafen,PG,1612724076,-6.6024,147.8681,79,79,81.41,7.47
Flin Flon,CA,1612724049,54.7682,-101.865,1,56,-31.0,10.36
Alta Floresta,BR,1612724076,-9.8756,-56.0861,95,89,76.8,3.56
Astara,AZ,1612724076,38.5,48.6667,75,81,50.0,4.61
Ugoofaaru,MV,1612724076,5.6667,73.0,35,75,81.41,10.36
Umluj,SA,1612723483,25.0213,37.2685,0,27,73.09,23.26
Alpena,US,1612724076,45.0617,-83.4327,75,48,12.2,11.5
Ojinaga,MX,1612724076,29.5667,-104.4167,1,14,68.0,3.44
Porecatu,BR,1612723929,-22.7558,-51.3792,75,33,87.8,13.8
Moose Factory,CA,1612723506,51.2585,-80.6094,90,64,-5.8,8.05
Namatanai,PG,1612723886,-3.6667,152.4333,100,80,80.17,4.43
Juneau,US,1612724043,58.3019,-134.4197,0,85,21.99,5.12
Goderich,CA,1612724078,43.7501,-81.7165,100,61,10.4,14.97
Riyadh,SA,1612723875,24.6877,46.7219,0,51,60.8,10.36
Vila Velha,BR,1612723941,-20.3297,-40.2925,90,94,71.6,3.44
Burē,ET,1612724079,10.7,37.0667,0,35,58.66,7.16
Kendari,ID,1612724080,-3.945,122.4989,92,91,75.88,3.31
Kushima,JP,1612723225,31.4583,131.2333,20,66,46.4,5.75
Mercedes,AR,1612724080,-34.6515,-59.4307,0,38,89.01,4.0
Damara,CF,1612724080,4.9608,18.7035,20,58,87.8,1.97
Masvingo,ZW,1612724080,-20.0637,30.8277,90,90,68.54,8.46
Port Blair,IN,1612724080,11.6667,92.75,0,78,78.64,8.93
La Providencia,MX,1612724080,28.7167,-111.5833,0,32,73.0,1.01
Adré,TD,1612723913,13.4667,22.2,0,22,66.36,10.74
Sagua de Tánamo,CU,1612724081,20.5819,-75.2414,73,63,83.25,5.46
Chapais,CA,1612724081,49.7834,-74.8492,90,79,15.8,10.36
Nuuk,GL,1612723850,64.1835,-51.7216,0,40,33.8,6.91
Solnechnyy,RU,1612723497,50.7214,136.6319,100,90,0.48,3.65
Lukovetskiy,RU,1612724081,64.2956,41.9211,75,77,-5.8,2.24
